Date,Year,Region,Manufacturer,Powertrain,Sales
2024-07-06,2024,Europe,NIO,BEV,342
2024-07-07,2024,Europe,Hyundai,BEV,714
2024-07-08,2024,China,Ford,BEV,506
2024-07-09,2024,Europe,BYD,BEV,282
2024-07-10,2024,China,General Motors,BEV,714
2024-07-10,2024,Europe,NIO,PHEV,446
2024-07-10,2024,Rest of World,Hyundai,BEV,595
2024-07-11,2024,North America,Others,BEV,357
2024-07-11,2024,Europe,Volkswagen,BEV,965
2024-07-11,2024,Europe,Rivian,PHEV,700
2024-07-12,2024,North America,General Motors,BEV,134
2024-07-12,2024,Europe,NIO,BEV,461
2024-07-12,2024,China,General Motors,BEV,431
2024-07-13,2024,Rest of World,Rivian,BEV,238
2024-07-14,2024,China,Tesla,BEV,402
2024-07-14,2024,North America,Tesla,BEV,521
2024-07-15,2024,Europe,NIO,BEV,446
2024-07-15,2024,North America,General Motors,BEV,1072
2024-07-16,2024,North America,Tesla,BEV,968
2024-07-16,2024,China,Ford,PHEV,89
2024-07-17,2024,China,BYD,BEV,1161
2024-07-17,2024,North America,Volkswagen,PHEV,482
2024-07-17,2024,China,Hyundai,PHEV,446
2024-07-17,2024,North America,General Motors,PHEV,214
2024-07-17,2024,China,General Motors,BEV,282
2024-07-18,2024,Europe,Rivian,BEV,610
2024-07-18,2024,China,General Motors,BEV,178
2024-07-18,2024,Rest of World,Tesla,BEV,193
2024-07-19,2024,China,Volkswagen,BEV,178
2024-07-20,2024,China,Others,BEV,357
2024-07-21,2024,China,Others,BEV,253
2024-07-21,2024,North America,Volkswagen,BEV,268
2024-07-21,2024,North America,Volkswagen,BEV,214
2024-07-22,2024,China,Hyundai,PHEV,431
2024-07-22,2024,Europe,Volkswagen,BEV,857
2024-07-22,2024,North America,Volkswagen,BEV,750
2024-07-23,2024,Europe,BYD,PHEV,402
2024-07-23,2024,China,BYD,PHEV,1474
2024-07-23,2024,China,General Motors,BEV,282
2024-07-24,2024,Europe,Hyundai,BEV,74
2024-07-25,2024,North America,Ford,PHEV,884
2024-07-25,2024,China,General Motors,PHEV,89
2024-07-26,2024,Europe,Rivian,PHEV,163
2024-07-26,2024,China,Hyundai,BEV,536
2024-07-27,2024,Europe,Rivian,PHEV,148
2024-07-27,2024,China,Ford,PHEV,625
2024-07-28,2024,China,Ford,BEV,417
2024-07-28,2024,Rest of World,Rivian,BEV,104
2024-07-29,2024,North America,Hyundai,PHEV,297
2024-07-30,2024,North America,Tesla,BEV,893
2024-07-30,2024,China,Hyundai,BEV,640
2024-07-30,2024,North America,Ford,BEV,723
2024-07-31,2024,Europe,NIO,BEV,714
2024-07-31,2024,Rest of World,Others,BEV,74
2024-07-31,2024,China,Tesla,BEV,178
2024-07-31,2024,China,Volkswagen,BEV,253
2024-08-01,2024,North America,Hyundai,BEV,312
2024-08-01,2024,North America,Others,BEV,417
2024-08-01,2024,China,BYD,BEV,402
2024-08-02,2024,Rest of World,NIO,BEV,163
2024-08-03,2024,China,Others,BEV,714
2024-08-03,2024,Rest of World,Rivian,PHEV,327
2024-08-03,2024,Europe,Volkswagen,BEV,1233
2024-08-03,2024,Europe,BYD,BEV,134
2024-08-04,2024,China,NIO,PHEV,871
2024-08-04,2024,China,Ford,PHEV,282
2024-08-04,2024,Europe,Tesla,BEV,1340
2024-08-05,2024,North America,Volkswagen,BEV,616
2024-08-05,2024,China,Ford,BEV,700
2024-08-05,2024,North America,Ford,BEV,723
2024-08-06,2024,China,NIO,PHEV,580
2024-08-06,2024,Europe,Others,PHEV,208
2024-08-07,2024,Europe,NIO,PHEV,700
2024-08-07,2024,China,Others,BEV,670
2024-08-07,2024,China,Ford,BEV,357
2024-08-07,2024,North America,Ford,BEV,1179
2024-08-08,2024,China,Rivian,BEV,431
2024-08-08,2024,Europe,Rivian,PHEV,223
2024-08-08,2024,Europe,Ford,BEV,1072
2024-08-08,2024,North America,Rivian,PHEV,804
2024-08-09,2024,China,General Motors,PHEV,714
2024-08-09,2024,China,Volkswagen,BEV,714
2024-08-09,2024,China,Others,PHEV,417
2024-08-09,2024,Europe,Rivian,BEV,223
2024-08-10,2024,China,Rivian,BEV,640
2024-08-10,2024,North America,Hyundai,BEV,521
2024-08-11,2024,China,BYD,PHEV,1429
2024-08-11,2024,China,BYD,BEV,312
2024-08-11,2024,North America,Hyundai,BEV,148
2024-08-11,2024,Europe,BYD,PHEV,208
2024-08-12,2024,North America,Others,PHEV,685
2024-08-12,2024,North America,Rivian,BEV,804
2024-08-12,2024,China,Volkswagen,BEV,372
2024-08-12,2024,Europe,NIO,BEV,372
2024-08-12,2024,China,NIO,PHEV,603
2024-08-13,2024,North America,Hyundai,BEV,536
2024-08-13,2024,Europe,Ford,BEV,536
2024-08-13,2024,Europe,Ford,BEV,884
2024-08-13,2024,China,Tesla,PHEV,565
2024-08-13,2024,Europe,BYD,BEV,312
2024-08-14,2024,Europe,Rivian,BEV,312
2024-08-14,2024,Europe,NIO,BEV,417
2024-08-15,2024,China,Tesla,PHEV,461
2024-08-15,2024,North America,Hyundai,BEV,565
2024-08-15,2024,Europe,NIO,BEV,446
2024-08-15,2024,North America,General Motors,BEV,804
2024-08-16,2024,Europe,Ford,BEV,268
2024-08-16,2024,Europe,Others,BEV,134
2024-08-16,2024,North America,NIO,BEV,342
2024-08-17,2024,Europe,Rivian,PHEV,238
2024-08-17,2024,North America,NIO,BEV,536
2024-08-17,2024,Rest of World,Volkswagen,BEV,268
2024-08-17,2024,North America,Hyundai,BEV,580
2024-08-18,2024,Europe,Volkswagen,BEV,670
2024-08-19,2024,China,General Motors,PHEV,282
2024-08-21,2024,Europe,NIO,BEV,685
2024-08-21,2024,Europe,General Motors,BEV,1286
2024-08-22,2024,Europe,BYD,BEV,387
2024-08-22,2024,North America,Ford,BEV,402
2024-08-22,2024,China,Volkswagen,BEV,312
2024-08-23,2024,China,Hyundai,BEV,610
2024-08-23,2024,North America,NIO,PHEV,223
2024-08-23,2024,Europe,Ford,BEV,428
2024-08-23,2024,China,Rivian,BEV,268
2024-08-24,2024,China,Rivian,BEV,193
2024-08-24,2024,Europe,Ford,BEV,911
2024-08-24,2024,China,Rivian,BEV,223
2024-08-24,2024,North America,NIO,BEV,297
2024-08-25,2024,North America,Ford,BEV,1286
2024-08-25,2024,China,Ford,BEV,372
2024-08-25,2024,North America,Ford,BEV,1152
2024-08-26,2024,North America,BYD,BEV,536
2024-08-26,2024,China,General Motors,PHEV,700
2024-08-27,2024,North America,NIO,PHEV,446
2024-08-27,2024,North America,Volkswagen,BEV,1099
2024-08-30,2024,China,Hyundai,BEV,208
2024-08-31,2024,China,General Motors,PHEV,565
2024-08-31,2024,Europe,General Motors,BEV,294
2024-08-31,2024,China,Hyundai,BEV,89
2024-09-01,2024,China,BYD,PHEV,1251
2024-09-03,2024,Rest of World,Others,BEV,670
2024-09-03,2024,China,Rivian,BEV,327
2024-09-03,2024,Europe,Hyundai,PHEV,253
2024-09-04,2024,China,BYD,PHEV,670
2024-09-04,2024,North America,Ford,BEV,402
2024-09-06,2024,China,BYD,BEV,312
2024-09-06,2024,Rest of World,Tesla,PHEV,417
2024-09-07,2024,China,General Motors,BEV,521
2024-09-07,2024,North America,BYD,BEV,134
2024-09-07,2024,Europe,BYD,BEV,387
2024-09-08,2024,North America,Others,BEV,580
2024-09-08,2024,Europe,NIO,PHEV,595
2024-09-09,2024,China,General Motors,BEV,134
2024-09-12,2024,China,Others,PHEV,387
2024-09-12,2024,Rest of World,Others,PHEV,163
2024-09-15,2024,North America,BYD,BEV,282
2024-09-15,2024,China,General Motors,PHEV,461
2024-09-15,2024,Europe,Volkswagen,BEV,589
2024-09-15,2024,Europe,Hyundai,BEV,238
2024-09-15,2024,Rest of World,Tesla,BEV,551
2024-09-16,2024,China,Rivian,PHEV,446
2024-09-16,2024,North America,General Motors,BEV,804
2024-09-17,2024,North America,Rivian,PHEV,469
2024-09-17,2024,China,Others,BEV,312
2024-09-17,2024,Europe,Rivian,BEV,580
2024-09-17,2024,Rest of World,Tesla,BEV,342
2024-09-18,2024,China,BYD,BEV,357
2024-09-18,2024,China,BYD,BEV,1295
2024-09-18,2024,Europe,Hyundai,BEV,357
2024-09-18,2024,Europe,General Motors,BEV,1179
2024-09-19,2024,China,Others,BEV,729
2024-09-20,2024,Europe,BYD,PHEV,685
2024-09-21,2024,China,BYD,BEV,1206
2024-09-21,2024,China,NIO,BEV,1050
2024-09-22,2024,China,Ford,PHEV,402
2024-09-22,2024,China,Volkswagen,BEV,134
2024-09-22,2024,Europe,BYD,BEV,104
2024-09-23,2024,China,NIO,BEV,312
2024-09-23,2024,China,BYD,BEV,1206
2024-09-23,2024,China,Volkswagen,BEV,714
2024-09-23,2024,Europe,BYD,BEV,700
2024-09-24,2024,North America,Hyundai,BEV,312
2024-09-24,2024,Rest of World,Volkswagen,BEV,357
2024-09-25,2024,Europe,Volkswagen,BEV,402
2024-09-25,2024,China,Ford,PHEV,700
2024-09-26,2024,North America,NIO,BEV,208
2024-09-26,2024,China,Rivian,BEV,551
2024-09-26,2024,China,Others,BEV,700
2024-09-27,2024,China,BYD,BEV,1876
2024-09-27,2024,Europe,Rivian,BEV,178
2024-09-28,2024,North America,Hyundai,PHEV,148
2024-09-28,2024,North America,Rivian,BEV,804
2024-09-28,2024,Europe,General Motors,BEV,1206
2024-09-29,2024,Europe,Tesla,BEV,1675
2024-09-30,2024,Europe,Hyundai,BEV,685
2024-09-30,2024,Europe,NIO,BEV,74
2024-09-30,2024,Europe,General Motors,BEV,723
2024-09-30,2024,China,Hyundai,BEV,431
2024-09-30,2024,North America,BYD,PHEV,491
2024-10-01,2024,China,Rivian,BEV,685
2024-10-01,2024,North America,Others,BEV,417
2024-10-01,2024,Europe,Volkswagen,BEV,1152
2024-10-01,2024,Europe,BYD,BEV,253
2024-10-01,2024,China,Tesla,BEV,372
2024-10-01,2024,Europe,Volkswagen,PHEV,375
2024-10-01,2024,North America,Rivian,PHEV,580
2024-10-02,2024,China,BYD,PHEV,804
2024-10-02,2024,China,Volkswagen,BEV,178
2024-10-02,2024,Europe,General Motors,PHEV,375
2024-10-02,2024,North America,Volkswagen,BEV,509
2024-10-03,2024,Rest of World,Tesla,BEV,729
2024-10-03,2024,China,NIO,PHEV,1005
2024-10-03,2024,China,BYD,PHEV,2189
2024-10-04,2024,North America,Tesla,BEV,1117
2024-10-05,2024,China,Others,PHEV,670
2024-10-05,2024,Rest of World,Hyundai,BEV,417
2024-10-05,2024,North America,Volkswagen,PHEV,884
2024-10-05,2024,China,Rivian,BEV,476
2024-10-05,2024,China,NIO,BEV,848
2024-10-06,2024,Europe,General Motors,BEV,857
2024-10-06,2024,North America,Hyundai,BEV,402
2024-10-07,2024,Europe,NIO,PHEV,417
2024-10-07,2024,China,Ford,BEV,268
2024-10-08,2024,Europe,Tesla,PHEV,707
2024-10-08,2024,China,Tesla,BEV,670
2024-10-08,2024,China,General Motors,BEV,625
2024-10-09,2024,Europe,Tesla,PHEV,409
2024-10-09,2024,Europe,Tesla,BEV,521
2024-10-09,2024,North America,Volkswagen,BEV,1313
2024-10-11,2024,Europe,Others,BEV,714
2024-10-11,2024,Europe,General Motors,BEV,1260
2024-10-11,2024,North America,General Motors,PHEV,348
2024-10-12,2024,Europe,Ford,BEV,723
2024-10-12,2024,Europe,NIO,BEV,610
2024-10-13,2024,China,Rivian,BEV,163
2024-10-13,2024,North America,BYD,BEV,327
2024-10-13,2024,China,Others,BEV,640
2024-10-14,2024,China,Volkswagen,BEV,729
2024-10-15,2024,Europe,Tesla,BEV,297
2024-10-15,2024,Europe,Volkswagen,PHEV,884
2024-10-15,2024,Europe,Rivian,BEV,714
2024-10-15,2024,Europe,Ford,PHEV,509
2024-10-15,2024,China,Volkswagen,PHEV,312
2024-10-16,2024,China,Hyundai,BEV,714
2024-10-16,2024,China,Tesla,BEV,446
2024-10-17,2024,Europe,Volkswagen,PHEV,455
2024-10-17,2024,Europe,Hyundai,BEV,521
2024-10-17,2024,Europe,BYD,BEV,476
2024-10-17,2024,Europe,General Motors,BEV,160
2024-10-18,2024,China,Tesla,PHEV,268
2024-10-18,2024,Europe,Hyundai,BEV,282
2024-10-19,2024,North America,Volkswagen,BEV,160
2024-10-19,2024,Europe,General Motors,BEV,482
2024-10-20,2024,China,Hyundai,BEV,74
2024-10-20,2024,China,Tesla,PHEV,253
2024-10-20,2024,China,Hyundai,PHEV,521
2024-10-21,2024,Europe,Ford,BEV,1313
2024-10-22,2024,North America,Ford,PHEV,321
2024-10-22,2024,Europe,Volkswagen,BEV,536
2024-10-22,2024,China,NIO,PHEV,960
2024-10-22,2024,Europe,Rivian,BEV,640
2024-10-22,2024,Europe,BYD,BEV,685
2024-10-23,2024,Europe,NIO,PHEV,327
2024-10-23,2024,North America,Others,BEV,565
2024-10-23,2024,China,Volkswagen,BEV,178
2024-10-23,2024,North America,General Motors,PHEV,482
2024-10-24,2024,China,Hyundai,BEV,134
2024-10-24,2024,North America,General Motors,BEV,1313
2024-10-24,2024,North America,Tesla,BEV,1601
2024-10-25,2024,North America,General Motors,BEV,348
2024-10-26,2024,China,General Motors,BEV,551
2024-10-27,2024,Europe,Hyundai,BEV,178
2024-10-27,2024,Europe,Tesla,BEV,1601
2024-10-27,2024,China,General Motors,PHEV,163
2024-10-28,2024,China,Ford,PHEV,89
2024-10-28,2024,North America,Others,BEV,372
2024-10-28,2024,China,Hyundai,BEV,551
2024-10-28,2024,Europe,BYD,BEV,431
2024-10-29,2024,Rest of World,NIO,BEV,193
2024-10-30,2024,China,Others,PHEV,163
2024-10-30,2024,Europe,Others,BEV,119
2024-10-30,2024,China,Ford,BEV,595
2024-10-30,2024,Europe,BYD,BEV,670
2024-10-31,2024,Rest of World,Ford,BEV,193
2024-10-31,2024,Europe,General Motors,BEV,241
2024-10-31,2024,North America,Rivian,PHEV,312
2024-10-31,2024,China,Hyundai,BEV,74
2024-10-31,2024,China,Volkswagen,BEV,282
2024-11-01,2024,China,Rivian,PHEV,521
2024-11-02,2024,North America,NIO,PHEV,476
2024-11-02,2024,North America,Others,PHEV,327
2024-11-03,2024,North America,Hyundai,PHEV,491
2024-11-03,2024,China,NIO,BEV,1050
2024-11-03,2024,North America,Volkswagen,BEV,294
2024-11-04,2024,Europe,Hyundai,BEV,640
2024-11-04,2024,China,NIO,BEV,446
2024-11-04,2024,China,General Motors,PHEV,536
2024-11-05,2024,China,Rivian,BEV,521
2024-11-05,2024,North America,Hyundai,PHEV,446
2024-11-05,2024,North America,NIO,BEV,372
2024-11-06,2024,China,General Motors,BEV,610
2024-11-06,2024,China,Volkswagen,BEV,640
2024-11-06,2024,North America,Others,BEV,387
2024-11-06,2024,North America,NIO,BEV,297
2024-11-06,2024,China,Tesla,BEV,729
2024-11-07,2024,Europe,NIO,BEV,461
2024-11-07,2024,China,Tesla,BEV,595
2024-11-07,2024,China,General Motors,PHEV,134
2024-11-07,2024,Europe,Ford,BEV,777
2024-11-08,2024,North America,General Motors,PHEV,160
2024-11-08,2024,Rest of World,BYD,PHEV,417
2024-11-09,2024,Europe,Volkswagen,BEV,884
2024-11-09,2024,China,Ford,BEV,223
2024-11-09,2024,China,Volkswagen,BEV,625
2024-11-10,2024,North America,Rivian,BEV,446
2024-11-10,2024,Europe,Others,BEV,685
2024-11-10,2024,North America,Ford,PHEV,616
2024-11-11,2024,North America,Rivian,BEV,580
2024-11-11,2024,Europe,Hyundai,BEV,74
2024-11-12,2024,North America,General Motors,BEV,938
2024-11-12,2024,North America,Tesla,PHEV,1489
2024-11-12,2024,China,BYD,BEV,1072
2024-11-13,2024,North America,Ford,BEV,589
2024-11-13,2024,China,BYD,PHEV,1027
2024-11-13,2024,North America,NIO,PHEV,491
2024-11-14,2024,China,Volkswagen,BEV,506
2024-11-14,2024,North America,Rivian,BEV,513
2024-11-14,2024,North America,General Motors,PHEV,214
2024-11-15,2024,Europe,Others,BEV,357
2024-11-15,2024,North America,Volkswagen,PHEV,428
2024-11-16,2024,North America,NIO,BEV,476
2024-11-16,2024,China,Ford,PHEV,119
2024-11-16,2024,Rest of World,Volkswagen,BEV,402
2024-11-17,2024,Europe,Others,BEV,253
2024-11-17,2024,North America,Hyundai,BEV,685
2024-11-17,2024,China,Hyundai,BEV,595
2024-11-17,2024,Europe,General Motors,BEV,831
2024-11-18,2024,North America,General Motors,PHEV,375
2024-11-18,2024,China,BYD,BEV,848
2024-11-18,2024,Europe,Ford,PHEV,1233
2024-11-18,2024,China,Tesla,BEV,446
2024-11-19,2024,China,Others,BEV,104
2024-11-19,2024,China,Hyundai,BEV,595
2024-11-19,2024,China,Ford,PHEV,282
2024-11-20,2024,North America,General Motors,BEV,1260
2024-11-20,2024,Europe,Volkswagen,PHEV,911
2024-11-20,2024,China,Rivian,PHEV,387
2024-11-20,2024,China,NIO,PHEV,178
2024-11-21,2024,China,BYD,PHEV,848
2024-11-21,2024,China,Others,BEV,104
2024-11-21,2024,Europe,BYD,PHEV,551
2024-11-22,2024,Rest of World,Rivian,PHEV,402
2024-11-22,2024,Europe,Hyundai,BEV,297
2024-11-22,2024,Europe,NIO,BEV,625
2024-11-23,2024,Rest of World,Tesla,PHEV,714
2024-11-26,2024,North America,Hyundai,BEV,431
2024-11-27,2024,North America,NIO,BEV,253
2024-11-27,2024,Europe,BYD,BEV,551
2024-11-27,2024,North America,Hyundai,PHEV,431
2024-11-27,2024,Europe,Ford,PHEV,804
2024-11-27,2024,Europe,BYD,PHEV,238
2024-11-27,2024,Europe,Rivian,PHEV,148
2024-11-28,2024,China,Rivian,PHEV,521
2024-11-28,2024,Europe,NIO,BEV,193
2024-11-28,2024,China,BYD,PHEV,268
2024-11-30,2024,China,Tesla,BEV,491
2024-11-30,2024,Rest of World,NIO,BEV,357
2024-12-01,2024,Europe,NIO,BEV,685
2024-12-01,2024,North America,Tesla,PHEV,707
2024-12-01,2024,Europe,General Motors,BEV,777
2024-12-02,2024,China,Rivian,PHEV,282
2024-12-02,2024,China,General Motors,BEV,312
2024-12-03,2024,North America,Rivian,BEV,647
2024-12-04,2024,China,Ford,BEV,417
2024-12-04,2024,China,General Motors,BEV,119
2024-12-05,2024,North America,BYD,BEV,327
2024-12-05,2024,Rest of World,BYD,BEV,580
2024-12-05,2024,North America,Rivian,BEV,134
2024-12-06,2024,Europe,Hyundai,BEV,387
2024-12-06,2024,Europe,Volkswagen,BEV,589
2024-12-06,2024,China,Rivian,BEV,253
2024-12-06,2024,North America,Rivian,PHEV,1072
2024-12-06,2024,North America,Others,PHEV,476
2024-12-07,2024,North America,BYD,PHEV,402
2024-12-07,2024,China,Hyundai,PHEV,446
2024-12-08,2024,China,NIO,PHEV,804
2024-12-08,2024,Europe,Volkswagen,BEV,160
2024-12-08,2024,North America,Rivian,BEV,1005
2024-12-08,2024,China,NIO,BEV,424
2024-12-08,2024,Rest of World,BYD,PHEV,104
2024-12-08,2024,China,Tesla,BEV,178
2024-12-09,2024,Europe,Others,BEV,268
2024-12-09,2024,Europe,BYD,BEV,610
2024-12-10,2024,China,BYD,BEV,759
2024-12-10,2024,Europe,General Motors,PHEV,857
2024-12-11,2024,North America,BYD,PHEV,134
2024-12-11,2024,China,Rivian,BEV,342
2024-12-11,2024,Europe,Hyundai,PHEV,431
2024-12-12,2024,North America,Ford,BEV,268
2024-12-12,2024,North America,Rivian,BEV,871
2024-12-12,2024,China,Ford,BEV,565
2024-12-13,2024,North America,NIO,BEV,208
2024-12-13,2024,Europe,Rivian,BEV,551
2024-12-13,2024,China,General Motors,BEV,417
2024-12-13,2024,Europe,Volkswagen,BEV,938
2024-12-13,2024,China,Rivian,BEV,551
2024-12-14,2024,Europe,BYD,BEV,417
2024-12-14,2024,North America,Rivian,PHEV,960
2024-12-15,2024,North America,General Motors,PHEV,428
2024-12-15,2024,Europe,Ford,PHEV,1206
2024-12-15,2024,China,Ford,PHEV,729
2024-12-16,2024,North America,NIO,BEV,193
2024-12-16,2024,Europe,General Motors,BEV,536
2024-12-16,2024,China,Ford,PHEV,312
2024-12-17,2024,China,BYD,BEV,1295
2024-12-17,2024,China,BYD,BEV,1117
2024-12-17,2024,Europe,General Motors,BEV,562
2024-12-18,2024,North America,General Motors,BEV,643
2024-12-18,2024,North America,Ford,BEV,187
2024-12-18,2024,Rest of World,Hyundai,BEV,506
2024-12-19,2024,China,Others,BEV,625
2024-12-19,2024,North America,NIO,BEV,357
2024-12-20,2024,North America,General Motors,PHEV,428
2024-12-20,2024,China,Ford,BEV,729
2024-12-20,2024,Europe,BYD,BEV,208
2024-12-21,2024,North America,Rivian,BEV,915
2024-12-21,2024,Europe,General Motors,PHEV,884
2024-12-21,2024,Europe,General Motors,PHEV,455
2024-12-21,2024,China,Hyundai,BEV,461
2024-12-21,2024,North America,NIO,BEV,119
2024-12-22,2024,Europe,Hyundai,PHEV,193
2024-12-22,2024,China,General Motors,BEV,104
2024-12-22,2024,Europe,NIO,BEV,700
2024-12-22,2024,Europe,Others,BEV,193
2024-12-23,2024,Europe,Others,BEV,208
2024-12-23,2024,China,General Motors,BEV,640
2024-12-23,2024,Europe,Ford,BEV,723
2024-12-23,2024,Europe,Ford,PHEV,187
2024-12-23,2024,Europe,Rivian,BEV,417
2024-12-23,2024,China,Rivian,BEV,685
2024-12-24,2024,Europe,Tesla,PHEV,446
2024-12-24,2024,North America,Volkswagen,BEV,268
2024-12-24,2024,China,NIO,BEV,938
2024-12-24,2024,Europe,Ford,PHEV,509
2024-12-25,2024,North America,Ford,PHEV,1018
2024-12-25,2024,North America,General Motors,BEV,402
2024-12-25,2024,Europe,NIO,BEV,282
2024-12-25,2024,North America,Hyundai,BEV,536
2024-12-26,2024,North America,Rivian,BEV,402
2024-12-26,2024,North America,General Motors,PHEV,509
2024-12-27,2024,Europe,Tesla,BEV,1191
2024-12-27,2024,China,BYD,BEV,982
2024-12-29,2024,Europe,NIO,BEV,536
2024-12-30,2024,Europe,NIO,PHEV,297
2024-12-31,2024,Europe,General Motors,BEV,1206
2025-01-01,2025,China,Tesla,BEV,784
2025-01-01,2025,China,Tesla,BEV,804
2025-01-02,2025,Europe,Others,PHEV,924
2025-01-02,2025,North America,Hyundai,PHEV,321
2025-01-03,2025,North America,NIO,BEV,623
2025-01-03,2025,Europe,Others,BEV,201
2025-01-03,2025,Europe,NIO,PHEV,884
2025-01-03,2025,Europe,Volkswagen,PHEV,1592
2025-01-03,2025,China,Ford,BEV,784
2025-01-05,2025,China,Volkswagen,BEV,583
2025-01-05,2025,China,Others,BEV,764
2025-01-05,2025,China,BYD,BEV,2955
2025-01-06,2025,Rest of World,NIO,BEV,603
2025-01-06,2025,China,Hyundai,BEV,583
2025-01-06,2025,China,Tesla,BEV,924
2025-01-07,2025,China,Others,PHEV,844
2025-01-07,2025,Europe,Rivian,BEV,562
2025-01-09,2025,Europe,Ford,BEV,1773
2025-01-09,2025,China,BYD,PHEV,1327
2025-01-10,2025,North America,Ford,BEV,615
2025-01-10,2025,China,NIO,BEV,452
2025-01-10,2025,China,NIO,BEV,965
2025-01-10,2025,North America,General Motors,PHEV,579
2025-01-11,2025,China,Tesla,PHEV,904
2025-01-11,2025,China,Hyundai,BEV,623
2025-01-11,2025,China,Hyundai,PHEV,985
2025-01-12,2025,North America,General Motors,BEV,868
2025-01-13,2025,North America,Others,PHEV,361
2025-01-13,2025,China,Ford,BEV,583
2025-01-14,2025,North America,BYD,BEV,502
2025-01-15,2025,Europe,NIO,BEV,985
2025-01-15,2025,China,Volkswagen,BEV,522
2025-01-16,2025,Europe,Others,BEV,764
2025-01-16,2025,North America,BYD,BEV,422
2025-01-17,2025,Europe,Volkswagen,BEV,1121
2025-01-18,2025,North America,General Motors,BEV,1592
2025-01-18,2025,North America,BYD,BEV,683
2025-01-18,2025,Rest of World,General Motors,BEV,764
2025-01-19,2025,China,Tesla,BEV,542
2025-01-20,2025,China,Hyundai,BEV,844
2025-01-20,2025,Europe,Others,BEV,683
2025-01-20,2025,North America,BYD,BEV,663
2025-01-20,2025,China,Others,BEV,201
2025-01-20,2025,China,Tesla,BEV,321
2025-01-20,2025,China,Volkswagen,BEV,201
2025-01-21,2025,North America,General Motors,BEV,651
2025-01-21,2025,Europe,BYD,BEV,281
2025-01-22,2025,North America,Hyundai,BEV,160
2025-01-22,2025,China,Others,BEV,562
2025-01-23,2025,Europe,Hyundai,PHEV,743
2025-01-23,2025,China,BYD,BEV,2050
2025-01-23,2025,North America,NIO,BEV,683
2025-01-23,2025,China,Hyundai,BEV,100
2025-01-24,2025,North America,Tesla,BEV,2463
2025-01-24,2025,Europe,General Motors,BEV,1266
2025-01-24,2025,China,Others,BEV,562
2025-01-25,2025,China,Tesla,BEV,120
2025-01-26,2025,China,BYD,BEV,2774
2025-01-26,2025,Europe,Others,PHEV,442
2025-01-26,2025,Rest of World,Volkswagen,BEV,301
2025-01-27,2025,Europe,Rivian,PHEV,382
2025-01-28,2025,North America,Others,PHEV,884
2025-01-28,2025,North America,Rivian,BEV,1266
2025-01-28,2025,China,Volkswagen,BEV,120
2025-01-29,2025,Europe,Others,BEV,884
2025-01-29,2025,Europe,NIO,BEV,804
2025-01-29,2025,China,General Motors,BEV,221
2025-01-29,2025,China,BYD,BEV,542
2025-01-30,2025,China,Volkswagen,BEV,542
2025-01-30,2025,North America,NIO,PHEV,663
2025-01-30,2025,North America,Rivian,PHEV,1055
2025-01-31,2025,North America,Tesla,PHEV,1608
2025-01-31,2025,Europe,Hyundai,BEV,522
2025-01-31,2025,North America,Volkswagen,BEV,398
2025-02-01,2025,China,Tesla,BEV,120
2025-02-04,2025,Europe,Hyundai,BEV,120
2025-02-04,2025,China,Volkswagen,BEV,764
2025-02-04,2025,China,Rivian,BEV,562
2025-02-05,2025,China,Rivian,BEV,241
2025-02-07,2025,North America,Ford,BEV,579
2025-02-07,2025,North America,Others,BEV,502
2025-02-08,2025,China,General Motors,BEV,924
2025-02-08,2025,China,Volkswagen,BEV,522
2025-02-08,2025,Europe,BYD,PHEV,502
2025-02-09,2025,Europe,Volkswagen,BEV,434
2025-02-09,2025,North America,Tesla,PHEV,1156
2025-02-10,2025,China,Volkswagen,BEV,221
2025-02-10,2025,China,Rivian,BEV,643
2025-02-10,2025,China,General Motors,BEV,422
2025-02-10,2025,Europe,Volkswagen,PHEV,289
2025-02-11,2025,Europe,NIO,PHEV,100
2025-02-11,2025,China,Ford,BEV,723
2025-02-11,2025,Europe,General Motors,BEV,760
2025-02-12,2025,Europe,BYD,BEV,281
2025-02-13,2025,North America,General Motors,BEV,1483
2025-02-13,2025,China,NIO,BEV,1206
2025-02-13,2025,China,NIO,BEV,301
2025-02-14,2025,Europe,NIO,BEV,382
2025-02-14,2025,China,BYD,BEV,2352
2025-02-14,2025,China,BYD,BEV,422
2025-02-14,2025,China,General Motors,BEV,864
2025-02-15,2025,China,Volkswagen,PHEV,382
2025-02-16,2025,North America,General Motors,BEV,1049
2025-02-16,2025,China,Rivian,BEV,743
2025-02-16,2025,Europe,NIO,BEV,301
2025-02-16,2025,China,Volkswagen,BEV,623
2025-02-17,2025,Europe,Volkswagen,BEV,289
2025-02-17,2025,Europe,Ford,PHEV,217
2025-02-17,2025,North America,Others,PHEV,361
2025-02-18,2025,Rest of World,Rivian,BEV,301
2025-02-18,2025,North America,Others,BEV,301
2025-02-18,2025,China,NIO,BEV,1176
2025-02-18,2025,China,General Motors,BEV,201
2025-02-18,2025,Europe,NIO,BEV,522
2025-02-18,2025,Europe,Others,BEV,522
2025-02-19,2025,Europe,Ford,BEV,180
2025-02-19,2025,Europe,BYD,BEV,261
2025-02-19,2025,Europe,General Motors,PHEV,1483
2025-02-19,2025,China,Others,BEV,844
2025-02-21,2025,North America,General Motors,PHEV,904
